probe_image,probe_subject,match_image,match_subject,hamming_distance,best_shift,is_correct
winl1.bmp,43_left,winl3.bmp,43_left,0.07763671875,0,True
winl2.bmp,43_left,winl1.bmp,43_left,0.08251953125,0,True
winl3.bmp,43_left,winl1.bmp,43_left,0.07763671875,0,True
winl4.bmp,43_left,fatmal2.bmp,9_left,0.19873046875,-5,False
winl5.bmp,43_left,winl3.bmp,43_left,0.09716796875,1,True
winr1.bmp,43_right,winr4.bmp,43_right,0.1298828125,0,True
winr2.bmp,43_right,winr4.bmp,43_right,0.171875,4,True
winr3.bmp,43_right,winr5.bmp,43_right,0.1259765625,0,True
winr4.bmp,43_right,winr1.bmp,43_right,0.1298828125,0,True
winr5.bmp,43_right,winr3.bmp,43_right,0.1259765625,0,True
yannl1.bmp,44_left,yannl3.bmp,44_left,0.08984375,0,True
yannl2.bmp,44_left,yannl4.bmp,44_left,0.109375,-3,True
yannl3.bmp,44_left,yannl1.bmp,44_left,0.08984375,0,True
yannl4.bmp,44_left,yannl5.bmp,44_left,0.09814453125,0,True
yannl5.bmp,44_left,yannl4.bmp,44_left,0.09814453125,0,True
yannr1.bmp,44_right,suzailir1.bmp,35_right,0.19091796875,3,False
yannr2.bmp,44_right,suzailir1.bmp,35_right,0.18408203125,8,False
yannr3.bmp,44_right,fatmar1.bmp,9_right,0.17578125,-4,False
yannr4.bmp,44_right,yannr5.bmp,44_right,0.08740234375,4,True
yannr5.bmp,44_right,yannr4.bmp,44_right,0.08740234375,-4,True
zaridahl1.bmp,45_left,zaridahl5.bmp,45_left,0.15087890625,1,True
zaridahl2.bmp,45_left,eugenehor5.bmp,8_right,0.189453125,-5,False
zaridahl3.bmp,45_left,zulaikahl1.bmp,46_left,0.177734375,0,False
zaridahl4.bmp,45_left,lowyfr5.bmp,16_right,0.16748046875,-6,False
zaridahl5.bmp,45_left,zaridahl1.bmp,45_left,0.15087890625,-1,True
zaridahr1.bmp,45_right,zaridahr2.bmp,45_right,0.115234375,1,True
zaridahr2.bmp,45_right,zaridahr1.bmp,45_right,0.115234375,-1,True
zaridahr3.bmp,45_right,zaridahr5.bmp,45_right,0.11669921875,0,True
zaridahr4.bmp,45_right,zaridahr5.bmp,45_right,0.10888671875,0,True
zaridahr5.bmp,45_right,zaridahr4.bmp,45_right,0.10888671875,0,True
zulaikahl1.bmp,46_left,zulaikahl3.bmp,46_left,0.13427734375,2,True
zulaikahl2.bmp,46_left,zulaikahl1.bmp,46_left,0.15087890625,0,True
zulaikahl3.bmp,46_left,zulaikahl1.bmp,46_left,0.13427734375,-2,True
zulaikahl4.bmp,46_left,zulaikahl5.bmp,46_left,0.13720703125,1,True
zulaikahl5.bmp,46_left,zulaikahl4.bmp,46_left,0.13720703125,-1,True
zulaikahr1.bmp,46_right,zulaikahr5.bmp,46_right,0.15185546875,1,True
zulaikahr2.bmp,46_right,zulaikahr1.bmp,46_right,0.181640625,1,True
zulaikahr3.bmp,46_right,zulaikahr4.bmp,46_right,0.111328125,0,True
zulaikahr4.bmp,46_right,zulaikahr5.bmp,46_right,0.10693359375,0,True
zulaikahr5.bmp,46_right,zulaikahr4.bmp,46_right,0.10693359375,0,True
chongpkl1.bmp,5_left,chongpkl4.bmp,5_left,0.142578125,0,True
chongpkl2.bmp,5_left,fional5.bmp,10_left,0.20654296875,6,False
chongpkl3.bmp,5_left,kelvinl1.bmp,12_left,0.17236328125,-3,False
chongpkl4.bmp,5_left,chongpkl1.bmp,5_left,0.142578125,0,True
chongpkl5.bmp,5_left,lowyfl1.bmp,16_left,0.205078125,3,False
chongpkr1.bmp,5_right,chongpkr3.bmp,5_right,0.14404296875,2,True
chongpkr2.bmp,5_right,chongpkr4.bmp,5_right,0.2080078125,0,True
chongpkr3.bmp,5_right,chongpkr1.bmp,5_right,0.14404296875,-2,True
chongpkr4.bmp,5_right,chongpkr3.bmp,5_right,0.18994140625,3,True
chongpkr5.bmp,5_right,norsuhaidahr2.bmp,27_right,0.1875,-2,False
christinel1.bmp,6_left,christinel3.bmp,6_left,0.12548828125,0,True
christinel2.bmp,6_left,christinel1.bmp,6_left,0.173828125,1,True
christinel3.bmp,6_left,christinel1.bmp,6_left,0.12548828125,0,True
christinel4.bmp,6_left,norsuhaidahl4.bmp,27_left,0.1884765625,3,False
christinel5.bmp,6_left,christiner1.bmp,6_right,0.18994140625,2,False
christiner1.bmp,6_right,christiner5.bmp,6_right,0.171875,0,True
christiner2.bmp,6_right,christiner5.bmp,6_right,0.16015625,-2,True
christiner3.bmp,6_right,christiner4.bmp,6_right,0.13037109375,0,True
christiner4.bmp,6_right,christiner3.bmp,6_right,0.13037109375,0,True
christiner5.bmp,6_right,christiner2.bmp,6_right,0.16015625,2,True
chualsl1.bmp,7_left,chualsl2.bmp,7_left,0.1005859375,0,True
chualsl2.bmp,7_left,chualsl1.bmp,7_left,0.1005859375,0,True
chualsl3.bmp,7_left,chualsl4.bmp,7_left,0.08203125,0,True
chualsl4.bmp,7_left,chualsl3.bmp,7_left,0.08203125,0,True
chualsl5.bmp,7_left,masr5.bmp,20_right,0.1767578125,4,False
chualsr1.bmp,7_right,chualsr2.bmp,7_right,0.1328125,0,True
chualsr2.bmp,7_right,chualsr3.bmp,7_right,0.10791015625,-1,True
chualsr3.bmp,7_right,chualsr2.bmp,7_right,0.10791015625,1,True
chualsr4.bmp,7_right,chualsr2.bmp,7_right,0.1201171875,0,True
chualsr5.bmp,7_right,chualsr3.bmp,7_right,0.14013671875,0,True
eugenehol1.bmp,8_left,eugenehor3.bmp,8_right,0.19140625,1,False
eugenehol2.bmp,8_left,eugenehol3.bmp,8_left,0.12744140625,0,True
eugenehol3.bmp,8_left,eugenehol2.bmp,8_left,0.12744140625,0,True
eugenehol4.bmp,8_left,eugenehol5.bmp,8_left,0.11328125,-1,True
eugenehol5.bmp,8_left,eugenehol4.bmp,8_left,0.11328125,1,True
eugenehor1.bmp,8_right,eugenehor3.bmp,8_right,0.12158203125,0,True
eugenehor2.bmp,8_right,eugenehor1.bmp,8_right,0.1357421875,0,True
eugenehor3.bmp,8_right,eugenehor1.bmp,8_right,0.12158203125,0,True
eugenehor4.bmp,8_right,roslil1.bmp,31_left,0.16796875,-6,False
eugenehor5.bmp,8_right,norazal2.bmp,26_left,0.18017578125,-1,False
fatmal1.bmp,9_left,fatmal3.bmp,9_left,0.17919921875,-1,True
fatmal2.bmp,9_left,fatmal5.bmp,9_left,0.1533203125,-1,True
fatmal3.bmp,9_left,fatmal4.bmp,9_left,0.16162109375,-1,True
fatmal4.bmp,9_left,fatmal3.bmp,9_left,0.16162109375,1,True
fatmal5.bmp,9_left,fatmal2.bmp,9_left,0.1533203125,1,True
fatmar1.bmp,9_right,fatmar3.bmp,9_right,0.17041015625,-1,True
fatmar2.bmp,9_right,fatmar4.bmp,9_right,0.1162109375,-1,True
fatmar3.bmp,9_right,fatmar1.bmp,9_right,0.17041015625,1,True
fatmar4.bmp,9_right,fatmar2.bmp,9_right,0.1162109375,1,True
fatmar5.bmp,9_right,fatmal2.bmp,9_left,0.16845703125,-2,False
